order_id,order_date,product_name,quantity,unit_price,gross_sales,discount_amount,refund_amount,net_sales,state
SS3853,2024-03-12,Naruto Hoodie,3,55,165,15.73,0,149.27,Texas
SS3854,2024-03-12,Attack on Titan T-Shirt,2,28,56,5.76,0,50.24,California
SS3855,2024-03-12,Anime Mystery Box,2,60,120,0,0,120,Washington
SS3856,2024-03-12,Naruto Hoodie,3,55,165,0,0,165,Florida
SS3857,2024-03-12,Dragon Ball Z Hat,1,22,22,0,0,22,Texas
SS3858,2024-03-12,Anime Mystery Box,2,60,120,22.41,0,97.59,California
SS3859,2024-03-12,One Piece Figure,2,35,70,0,0,70,Texas
SS3860,2024-03-13,Jujutsu Kaisen Keychain,1,8,8,0.81,0,7.19,Texas
SS3861,2024-03-13,Anime Mystery Box,2,60,120,23.46,0,96.54,Tennessee
SS3862,2024-03-13,Attack on Titan T-Shirt,3,28,84,0,0,84,Texas
SS3863,2024-03-13,Naruto Hoodie,3,55,165,9.55,0,155.45,Texas
SS3864,2024-03-13,One Piece Figure,1,35,35,0,0,35,Missouri
SS3865,2024-03-13,Anime Mystery Box,3,60,180,22.84,0,157.16,Ohio
SS3866,2024-03-13,Attack on Titan T-Shirt,2,28,56,10.01,0,45.99,Georgia
SS3867,2024-03-13,Anime Mystery Box,3,60,180,0,0,180,Texas
SS3868,2024-03-13,Jujutsu Kaisen Keychain,1,8,8,1.26,0,6.74,Virginia
SS3869,2024-03-13,My Hero Academia Backpack,3,48,144,0,0,144,Michigan
SS3870,2024-03-13,Anime Mystery Box,2,60,120,0,0,120,Florida
SS3871,2024-03-13,Anime Mystery Box,1,60,60,0,0,60,Massachusetts
SS3872,2024-03-13,Anime Mystery Box,1,60,60,0,0,60,Washington
SS3873,2024-03-13,Demon Slayer Poster,3,15,45,0,0,45,Texas
SS3874,2024-03-13,Demon Slayer Poster,1,15,15,0,0,15,Florida
SS3875,2024-03-13,Jujutsu Kaisen Keychain,1,8,8,0,0,8,Georgia
SS3876,2024-03-14,Naruto Hoodie,3,55,165,16.93,0,148.07,Florida
SS3877,2024-03-14,Demon Slayer Poster,3,15,45,0,0,45,California
SS3878,2024-03-14,One Piece Figure,1,35,35,0,0,35,California
SS3879,2024-03-14,Dragon Ball Z Hat,1,22,22,0,0,22,Texas
SS3880,2024-03-14,Attack on Titan T-Shirt,1,28,28,1.63,0,26.37,California
SS3881,2024-03-14,Attack on Titan T-Shirt,1,28,28,0,0,28,Texas
SS3882,2024-03-14,My Hero Academia Backpack,2,48,96,0,0,96,Illinois
SS3883,2024-03-14,Naruto Hoodie,2,55,110,0,0,110,Arizona
SS3884,2024-03-14,Naruto Hoodie,2,55,110,0,0,110,Nevada
SS3885,2024-03-14,One Piece Figure,3,35,105,0,0,105,Florida
SS3886,2024-03-14,Naruto Hoodie,1,55,55,0,0,55,Florida
SS3887,2024-03-14,My Hero Academia Backpack,1,48,48,0,0,48,Florida
SS3888,2024-03-14,Attack on Titan T-Shirt,3,28,84,9.94,0,74.06,California
SS3889,2024-03-14,Anime Mystery Box,3,60,180,31.2,0,148.8,Massachusetts
SS3890,2024-03-14,Anime Mystery Box,1,60,60,0,0,60,Missouri
SS3891,2024-03-14,Naruto Hoodie,2,55,110,0,0,110,Michigan
SS3892,2024-03-14,Jujutsu Kaisen Keychain,2,8,16,0,16,0,California
SS3893,2024-03-15,Dragon Ball Z Hat,1,22,22,0,0,22,Florida
SS3894,2024-03-15,Jujutsu Kaisen Keychain,1,8,8,0.86,0,7.14,Texas
SS3895,2024-03-15,Attack on Titan T-Shirt,3,28,84,0,0,84,Texas
SS3896,2024-03-15,My Hero Academia Backpack,3,48,144,0,0,144,Texas
SS3897,2024-03-15,Naruto Hoodie,3,55,165,0,0,165,North Carolina
SS3898,2024-03-15,Naruto Hoodie,2,55,110,0,0,110,Tennessee
SS3899,2024-03-15,Attack on Titan T-Shirt,1,28,28,0,0,28,Texas
SS3900,2024-03-15,Naruto Hoodie,2,55,110,0,0,110,Colorado
SS3901,2024-03-15,My Hero Academia Backpack,2,48,96,0,0,96,Texas
SS3902,2024-03-15,Demon Slayer Poster,2,15,30,0,0,30,Colorado
SS3903,2024-03-15,Naruto Hoodie,2,55,110,13.31,0,96.69,Texas
SS3904,2024-03-15,Anime Mystery Box,1,60,60,0,0,60,California
SS3905,2024-03-15,Attack on Titan T-Shirt,1,28,28,0,0,28,Florida
SS3906,2024-03-15,Attack on Titan T-Shirt,3,28,84,0,0,84,Texas
SS3907,2024-03-15,Anime Mystery Box,2,60,120,0,120,0,Florida
SS3908,2024-03-15,Anime Mystery Box,2,60,120,0,0,120,Indiana
SS3909,2024-03-16,Anime Mystery Box,1,60,60,0,0,60,California
SS3910,2024-03-16,Naruto Hoodie,2,55,110,0,0,110,California
SS3911,2024-03-16,Anime Mystery Box,2,60,120,9.2,0,110.8,Florida
SS3912,2024-03-16,Anime Mystery Box,2,60,120,0,0,120,Florida
SS3913,2024-03-16,Demon Slayer Poster,3,15,45,0,0,45,Arizona
SS3914,2024-03-16,Anime Mystery Box,1,60,60,0,60,0,Texas
SS3915,2024-03-16,One Piece Figure,3,35,105,0,105,0,Indiana
SS3916,2024-03-16,Naruto Hoodie,1,55,55,0,0,55,Florida
SS3917,2024-03-16,Anime Mystery Box,1,60,60,0,0,60,Pennsylvania
SS3918,2024-03-16,Anime Mystery Box,2,60,120,0,0,120,Texas
SS3919,2024-03-16,Naruto Hoodie,1,55,55,0,0,55,Texas
SS3920,2024-03-16,Anime Mystery Box,1,60,60,11.97,0,48.03,Nevada
SS3921,2024-03-16,Anime Mystery Box,2,60,120,0,0,120,Missouri
SS3922,2024-03-16,Anime Mystery Box,2,60,120,10.73,0,109.27,Florida
SS3923,2024-03-16,Attack on Titan T-Shirt,2,28,56,0,56,0,Tennessee
SS3924,2024-03-16,Naruto Hoodie,1,55,55,4.89,0,50.11,New York
SS3925,2024-03-16,Naruto Hoodie,2,55,110,0,110,0,Colorado
SS3926,2024-03-17,Anime Mystery Box,2,60,120,0,0,120,Ohio
SS3927,2024-03-17,Naruto Hoodie,3,55,165,0,0,165,Florida
SS3928,2024-03-17,Demon Slayer Poster,2,15,30,0,0,30,Florida
SS3929,2024-03-17,Naruto Hoodie,3,55,165,0,0,165,Texas
SS3930,2024-03-17,Anime Mystery Box,1,60,60,0,0,60,California
SS3931,2024-03-17,Jujutsu Kaisen Keychain,3,8,24,0,0,24,New York
SS3932,2024-03-18,Naruto Hoodie,3,55,165,20.02,0,144.98,California
SS3933,2024-03-18,My Hero Academia Backpack,1,48,48,0,0,48,Michigan
SS3934,2024-03-18,Dragon Ball Z Hat,1,22,22,0,22,0,Colorado
SS3935,2024-03-18,Anime Mystery Box,1,60,60,11.03,0,48.97,Florida
SS3936,2024-03-18,Naruto Hoodie,1,55,55,0,0,55,California
SS3937,2024-03-18,One Piece Figure,2,35,70,12.71,0,57.29,Georgia
SS3938,2024-03-18,Anime Mystery Box,1,60,60,0,0,60,Georgia
SS3939,2024-03-18,Attack on Titan T-Shirt,1,28,28,0,0,28,Texas
SS3940,2024-03-18,Anime Mystery Box,2,60,120,14.7,0,105.3,Texas
SS3941,2024-03-18,Naruto Hoodie,3,55,165,0,0,165,Georgia
SS3942,2024-03-18,Naruto Hoodie,2,55,110,0,110,0,Florida
SS3943,2024-03-18,Naruto Hoodie,3,55,165,0,0,165,Missouri
SS3944,2024-03-18,Attack on Titan T-Shirt,2,28,56,8.86,0,47.14,Nevada
SS3945,2024-03-18,Jujutsu Kaisen Keychain,3,8,24,0,24,0,Florida
SS3946,2024-03-18,Naruto Hoodie,2,55,110,0,0,110,California
SS3947,2024-03-18,Naruto Hoodie,1,55,55,0,0,55,Florida
SS3948,2024-03-18,Anime Mystery Box,3,60,180,0,0,180,Texas
SS3949,2024-03-18,Jujutsu Kaisen Keychain,3,8,24,1.49,0,22.51,Florida
SS3950,2024-03-19,Naruto Hoodie,3,55,165,0,0,165,Florida
SS3951,2024-03-19,Naruto Hoodie,2,55,110,0,0,110,Nevada
SS3952,2024-03-19,Naruto Hoodie,2,55,110,10.55,0,99.45,Florida
SS3953,2024-03-19,Jujutsu Kaisen Keychain,1,8,8,0,0,8,California
SS3954,2024-03-19,Dragon Ball Z Hat,3,22,66,4.89,0,61.11,Texas
SS3955,2024-03-19,Naruto Hoodie,2,55,110,0,0,110,Illinois
SS3956,2024-03-19,Anime Mystery Box,3,60,180,0,180,0,Texas
SS3957,2024-03-19,Naruto Hoodie,2,55,110,0,0,110,Texas
SS3958,2024-03-19,Jujutsu Kaisen Keychain,3,8,24,0,0,24,California
SS3959,2024-03-19,Demon Slayer Poster,3,15,45,0,0,45,Arizona
SS3960,2024-03-19,Naruto Hoodie,3,55,165,0,0,165,Nevada
SS3961,2024-03-20,Jujutsu Kaisen Keychain,1,8,8,0,0,8,Florida
SS3962,2024-03-20,One Piece Figure,1,35,35,0,0,35,Texas
SS3963,2024-03-20,Naruto Hoodie,3,55,165,17.32,0,147.68,Florida
SS3964,2024-03-20,My Hero Academia Backpack,3,48,144,0,0,144,Texas
SS3965,2024-03-20,My Hero Academia Backpack,2,48,96,0,96,0,Ohio
SS3966,2024-03-20,Dragon Ball Z Hat,3,22,66,0,66,0,Ohio
SS3967,2024-03-20,Naruto Hoodie,2,55,110,0,0,110,North Carolina
SS3968,2024-03-21,Naruto Hoodie,2,55,110,8.59,0,101.41,Michigan
SS3969,2024-03-21,One Piece Figure,1,35,35,0,0,35,California
SS3970,2024-03-21,Anime Mystery Box,1,60,60,3.27,0,56.73,Florida
SS3971,2024-03-21,Jujutsu Kaisen Keychain,1,8,8,0,0,8,Indiana
SS3972,2024-03-21,One Piece Figure,1,35,35,0,0,35,Texas
SS3973,2024-03-21,Demon Slayer Poster,1,15,15,0,0,15,California
SS3974,2024-03-21,My Hero Academia Backpack,1,48,48,0,0,48,Florida
SS3975,2024-03-21,Naruto Hoodie,1,55,55,0,0,55,Florida
SS3976,2024-03-21,Dragon Ball Z Hat,2,22,44,0,0,44,California
SS3977,2024-03-22,Naruto Hoodie,2,55,110,0,0,110,Florida
SS3978,2024-03-22,Naruto Hoodie,1,55,55,0,0,55,Arizona
SS3979,2024-03-22,Naruto Hoodie,1,55,55,0,0,55,Texas
SS3980,2024-03-22,Naruto Hoodie,1,55,55,0,0,55,Florida
SS3981,2024-03-22,Naruto Hoodie,1,55,55,0,55,0,California
SS3982,2024-03-22,Anime Mystery Box,1,60,60,4.62,0,55.38,California
SS3983,2024-03-22,Naruto Hoodie,3,55,165,15.32,0,149.68,California
SS3984,2024-03-22,One Piece Figure,1,35,35,0,0,35,North Carolina
SS3985,2024-03-22,Anime Mystery Box,2,60,120,0,0,120,Texas
SS3986,2024-03-22,Anime Mystery Box,3,60,180,0,0,180,Missouri
SS3987,2024-03-23,Naruto Hoodie,1,55,55,5.11,0,49.89,Florida
SS3988,2024-03-23,My Hero Academia Backpack,3,48,144,0,0,144,California
SS3989,2024-03-23,One Piece Figure,2,35,70,0,0,70,Washington
SS3990,2024-03-23,Anime Mystery Box,2,60,120,0,0,120,Florida
SS3991,2024-03-23,Anime Mystery Box,2,60,120,19.29,0,100.71,Washington
SS3992,2024-03-23,Naruto Hoodie,1,55,55,0,55,0,New York
SS3993,2024-03-23,Anime Mystery Box,1,60,60,0,0,60,New York
SS3994,2024-03-23,My Hero Academia Backpack,2,48,96,0,0,96,Texas
SS3995,2024-03-23,Anime Mystery Box,1,60,60,0,0,60,California
SS3996,2024-03-23,Anime Mystery Box,2,60,120,0,0,120,New York
SS3997,2024-03-23,Anime Mystery Box,2,60,120,18.02,0,101.98,Florida
SS3998,2024-03-23,My Hero Academia Backpack,2,48,96,0,0,96,California
SS3999,2024-03-23,My Hero Academia Backpack,1,48,48,3.62,0,44.38,Texas
SS4000,2024-03-23,One Piece Figure,1,35,35,0,0,35,New Jersey
SS4001,2024-03-23,Anime Mystery Box,2,60,120,0,0,120,Texas
SS4002,2024-03-23,Naruto Hoodie,1,55,55,0,0,55,California
SS4003,2024-03-23,Demon Slayer Poster,3,15,45,0,0,45,Virginia
SS4004,2024-03-23,Jujutsu Kaisen Keychain,2,8,16,0,0,16,Missouri
SS4005,2024-03-24,Demon Slayer Poster,1,15,15,0,0,15,Florida
SS4006,2024-03-24,Dragon Ball Z Hat,1,22,22,2.37,19.63,0,North Carolina
SS4007,2024-03-24,My Hero Academia Backpack,3,48,144,0,0,144,Virginia
SS4008,2024-03-24,Anime Mystery Box,1,60,60,0,0,60,California
SS4009,2024-03-24,Jujutsu Kaisen Keychain,2,8,16,2.63,13.37,0,Florida
SS4010,2024-03-24,My Hero Academia Backpack,1,48,48,0,0,48,Nevada
SS4011,2024-03-24,Jujutsu Kaisen Keychain,1,8,8,1.18,0,6.82,Florida
SS4012,2024-03-24,Anime Mystery Box,2,60,120,0,0,120,California
SS4013,2024-03-24,Dragon Ball Z Hat,2,22,44,0,0,44,Indiana
SS4014,2024-03-24,One Piece Figure,2,35,70,8.19,0,61.81,Texas
SS4015,2024-03-24,Naruto Hoodie,1,55,55,0,0,55,North Carolina
SS4016,2024-03-24,Anime Mystery Box,3,60,180,0,0,180,North Carolina
SS4017,2024-03-24,Anime Mystery Box,3,60,180,0,0,180,Texas
SS4018,2024-03-25,Anime Mystery Box,2,60,120,0,0,120,Colorado
SS4019,2024-03-25,Anime Mystery Box,3,60,180,0,0,180,Texas
SS4020,2024-03-25,My Hero Academia Backpack,2,48,96,0,0,96,Florida
SS4021,2024-03-25,Dragon Ball Z Hat,2,22,44,5.88,38.12,0,Texas
SS4022,2024-03-25,One Piece Figure,2,35,70,7.12,0,62.88,Washington
SS4023,2024-03-25,Anime Mystery Box,3,60,180,15.16,0,164.84,Michigan
SS4024,2024-03-25,Anime Mystery Box,3,60,180,0,0,180,Florida
SS4025,2024-03-25,Dragon Ball Z Hat,2,22,44,0,0,44,Texas
SS4026,2024-03-25,Anime Mystery Box,3,60,180,0,0,180,California
SS4027,2024-03-25,Attack on Titan T-Shirt,3,28,84,9.28,0,74.72,Tennessee
SS4028,2024-03-26,Anime Mystery Box,2,60,120,0,0,120,Texas
SS4029,2024-03-26,Anime Mystery Box,3,60,180,17.16,0,162.84,Colorado
SS4030,2024-03-26,Anime Mystery Box,3,60,180,0,0,180,California
SS4031,2024-03-26,Naruto Hoodie,2,55,110,12.59,0,97.41,Pennsylvania
SS4032,2024-03-26,My Hero Academia Backpack,3,48,144,15.13,0,128.87,Florida
SS4033,2024-03-26,My Hero Academia Backpack,2,48,96,0,0,96,Tennessee
SS4034,2024-03-26,Naruto Hoodie,3,55,165,0,0,165,California
SS4035,2024-03-26,Anime Mystery Box,2,60,120,0,0,120,Texas
SS4036,2024-03-26,Anime Mystery Box,3,60,180,0,0,180,Texas
SS4037,2024-03-26,Anime Mystery Box,1,60,60,0,0,60,California
SS4038,2024-03-26,Jujutsu Kaisen Keychain,2,8,16,0,0,16,Arizona
SS4039,2024-03-26,Anime Mystery Box,2,60,120,0,0,120,Florida
SS4040,2024-03-27,Anime Mystery Box,2,60,120,22.11,0,97.89,Florida
SS4041,2024-03-27,Dragon Ball Z Hat,3,22,66,9.17,0,56.83,Tennessee
SS4042,2024-03-27,Demon Slayer Poster,2,15,30,0,0,30,California
SS4043,2024-03-27,Attack on Titan T-Shirt,2,28,56,0,0,56,Florida
SS4044,2024-03-27,Jujutsu Kaisen Keychain,3,8,24,0,0,24,California
SS4045,2024-03-27,Anime Mystery Box,2,60,120,0,0,120,Florida
SS4046,2024-03-27,Anime Mystery Box,3,60,180,0,180,0,Florida
SS4047,2024-03-27,Anime Mystery Box,3,60,180,0,0,180,California
SS4048,2024-03-27,Attack on Titan T-Shirt,2,28,56,0,0,56,California
SS4049,2024-03-28,Naruto Hoodie,3,55,165,29.26,135.74,0,Indiana
SS4050,2024-03-28,Anime Mystery Box,1,60,60,0,0,60,Colorado
SS4051,2024-03-28,Dragon Ball Z Hat,2,22,44,0,0,44,Arizona
SS4052,2024-03-28,Anime Mystery Box,1,60,60,0,0,60,Ohio
SS4053,2024-03-28,Naruto Hoodie,1,55,55,0,0,55,New Jersey
SS4054,2024-03-28,Dragon Ball Z Hat,2,22,44,0,0,44,Texas
SS4055,2024-03-28,Jujutsu Kaisen Keychain,3,8,24,0,0,24,Texas
SS4056,2024-03-28,Attack on Titan T-Shirt,1,28,28,0,0,28,New Jersey
SS4057,2024-03-28,Jujutsu Kaisen Keychain,2,8,16,0,0,16,California
SS4058,2024-03-29,Attack on Titan T-Shirt,3,28,84,0,0,84,California
SS4059,2024-03-29,Anime Mystery Box,3,60,180,0,0,180,Texas
SS4060,2024-03-29,Anime Mystery Box,2,60,120,0,0,120,California
SS4061,2024-03-29,Demon Slayer Poster,1,15,15,0,0,15,New Jersey
SS4062,2024-03-29,Anime Mystery Box,1,60,60,11.78,0,48.22,Texas
SS4063,2024-03-29,Jujutsu Kaisen Keychain,2,8,16,0,0,16,Arizona
SS4064,2024-03-29,Naruto Hoodie,3,55,165,13.26,0,151.74,New Jersey
SS4065,2024-03-29,One Piece Figure,2,35,70,0,0,70,Pennsylvania
SS4066,2024-03-29,Anime Mystery Box,2,60,120,23.28,0,96.72,Nevada
SS4067,2024-03-29,Anime Mystery Box,1,60,60,10.04,0,49.96,Texas
SS4068,2024-03-30,Anime Mystery Box,3,60,180,0,0,180,Texas
SS4069,2024-03-30,Naruto Hoodie,3,55,165,0,0,165,California
SS4070,2024-03-30,Naruto Hoodie,1,55,55,7.16,0,47.84,California
SS4071,2024-03-30,Naruto Hoodie,2,55,110,0,0,110,Florida
SS4072,2024-03-30,Naruto Hoodie,3,55,165,0,0,165,Florida
SS4073,2024-03-30,My Hero Academia Backpack,1,48,48,0,0,48,Texas
SS4074,2024-03-30,Naruto Hoodie,1,55,55,0,0,55,California
SS4075,2024-03-30,Naruto Hoodie,3,55,165,0,0,165,Texas
SS4076,2024-03-30,Naruto Hoodie,1,55,55,0,0,55,Missouri
SS4077,2024-03-30,Naruto Hoodie,1,55,55,9.15,0,45.85,California
SS4078,2024-03-30,Naruto Hoodie,3,55,165,0,0,165,Florida
SS4079,2024-03-30,Dragon Ball Z Hat,3,22,66,10.12,0,55.88,Missouri
SS4080,2024-03-30,Anime Mystery Box,3,60,180,18.57,0,161.43,Florida
SS4081,2024-03-31,Anime Mystery Box,1,60,60,0,0,60,New York
SS4082,2024-03-31,Demon Slayer Poster,2,15,30,4.51,0,25.49,Arizona
SS4083,2024-03-31,Dragon Ball Z Hat,2,22,44,0,0,44,New York
SS4084,2024-03-31,Jujutsu Kaisen Keychain,1,8,8,0,0,8,Arizona
SS4085,2024-03-31,Anime Mystery Box,3,60,180,0,0,180,North Carolina
SS4086,2024-03-31,Jujutsu Kaisen Keychain,1,8,8,0,0,8,Georgia
SS4087,2024-03-31,Demon Slayer Poster,1,15,15,0,0,15,Florida
SS4088,2024-03-31,Naruto Hoodie,1,55,55,2.96,0,52.04,California
SS4089,2024-03-31,Jujutsu Kaisen Keychain,1,8,8,0,0,8,Ohio
SS4090,2024-03-31,My Hero Academia Backpack,2,48,96,0,0,96,Illinois
SS4091,2024-03-31,One Piece Figure,1,35,35,0,0,35,Texas
SS4092,2024-03-31,Naruto Hoodie,1,55,55,0,0,55,Texas
SS4093,2024-03-31,Naruto Hoodie,3,55,165,12.38,0,152.62,Texas
SS4094,2024-03-31,Naruto Hoodie,1,55,55,0,0,55,Arizona
SS4095,2024-03-31,Naruto Hoodie,3,55,165,0,0,165,California
SS4096,2024-03-31,Anime Mystery Box,2,60,120,0,0,120,Texas
SS4097,2024-04-01,Naruto Hoodie,3,55,165,0,0,165,California
SS4098,2024-04-01,Naruto Hoodie,1,55,55,0,0,55,Tennessee
SS4099,2024-04-01,Naruto Hoodie,3,55,165,0,0,165,Texas
SS4100,2024-04-01,Naruto Hoodie,1,55,55,3.49,0,51.51,Texas
SS4101,2024-04-01,My Hero Academia Backpack,1,48,48,0,0,48,Florida
SS4102,2024-04-01,Anime Mystery Box,1,60,60,0,0,60,Florida
SS4103,2024-04-01,My Hero Academia Backpack,2,48,96,9.75,0,86.25,New Jersey
SS4104,2024-04-01,Demon Slayer Poster,2,15,30,0,0,30,California
SS4105,2024-04-01,Dragon Ball Z Hat,1,22,22,0,0,22,New Jersey
SS4106,2024-04-01,Jujutsu Kaisen Keychain,2,8,16,0,0,16,California
SS4107,2024-04-01,Jujutsu Kaisen Keychain,3,8,24,0,0,24,North Carolina
SS4108,2024-04-01,Jujutsu Kaisen Keychain,3,8,24,0,0,24,New Jersey
SS4109,2024-04-01,Attack on Titan T-Shirt,2,28,56,0,0,56,Ohio
SS4110,2024-04-01,Jujutsu Kaisen Keychain,3,8,24,0,0,24,Florida
SS4111,2024-04-01,One Piece Figure,2,35,70,0,70,0,Illinois
SS4112,2024-04-01,Attack on Titan T-Shirt,3,28,84,10.59,0,73.41,Texas
SS4113,2024-04-01,Naruto Hoodie,2,55,110,7.13,0,102.87,Michigan
SS4114,2024-04-01,Jujutsu Kaisen Keychain,1,8,8,0,0,8,California
SS4115,2024-04-02,My Hero Academia Backpack,2,48,96,0,0,96,Florida
SS4116,2024-04-02,Naruto Hoodie,2,55,110,0,0,110,Missouri
SS4117,2024-04-02,Dragon Ball Z Hat,2,22,44,0,0,44,Texas
SS4118,2024-04-02,Naruto Hoodie,2,55,110,0,0,110,Virginia
SS4119,2024-04-02,Naruto Hoodie,3,55,165,0,0,165,California
SS4120,2024-04-02,Naruto Hoodie,2,55,110,6.12,0,103.88,Florida
SS4121,2024-04-02,Naruto Hoodie,3,55,165,21.75,0,143.25,Missouri
SS4122,2024-04-02,Dragon Ball Z Hat,2,22,44,0,0,44,California
SS4123,2024-04-02,Anime Mystery Box,2,60,120,0,120,0,Texas
SS4124,2024-04-02,One Piece Figure,3,35,105,0,0,105,California
SS4125,2024-04-02,Naruto Hoodie,3,55,165,0,0,165,New York
SS4126,2024-04-02,Naruto Hoodie,3,55,165,0,0,165,Indiana
SS4127,2024-04-02,Naruto Hoodie,1,55,55,0,55,0,Texas
SS4128,2024-04-02,Naruto Hoodie,3,55,165,0,0,165,Texas
SS4129,2024-04-02,Demon Slayer Poster,1,15,15,0,0,15,Illinois
SS4130,2024-04-03,Anime Mystery Box,2,60,120,0,0,120,Texas
SS4131,2024-04-03,Anime Mystery Box,3,60,180,0,0,180,California
SS4132,2024-04-03,Anime Mystery Box,3,60,180,0,0,180,California
SS4133,2024-04-03,Anime Mystery Box,2,60,120,0,0,120,Tennessee
SS4134,2024-04-03,Naruto Hoodie,3,55,165,0,0,165,Texas
SS4135,2024-04-03,Jujutsu Kaisen Keychain,2,8,16,0,0,16,Illinois
SS4136,2024-04-03,One Piece Figure,3,35,105,0,0,105,Florida
SS4137,2024-04-03,Demon Slayer Poster,3,15,45,5.84,0,39.16,California
SS4138,2024-04-03,Jujutsu Kaisen Keychain,2,8,16,0,16,0,Texas
SS4139,2024-04-03,Anime Mystery Box,3,60,180,0,180,0,Texas
SS4140,2024-04-03,Anime Mystery Box,1,60,60,7.99,0,52.01,California
SS4141,2024-04-03,One Piece Figure,2,35,70,0,0,70,Pennsylvania
SS4142,2024-04-03,Dragon Ball Z Hat,2,22,44,4.56,0,39.44,California
SS4143,2024-04-04,Demon Slayer Poster,3,15,45,0,45,0,California
SS4144,2024-04-04,Anime Mystery Box,1,60,60,11.94,48.06,0,Texas
SS4145,2024-04-04,Naruto Hoodie,2,55,110,0,0,110,Massachusetts
SS4146,2024-04-04,Dragon Ball Z Hat,1,22,22,0,0,22,North Carolina
SS4147,2024-04-04,Anime Mystery Box,1,60,60,4.82,55.18,0,Nevada
SS4148,2024-04-04,Dragon Ball Z Hat,1,22,22,1.62,0,20.38,California
SS4149,2024-04-04,Demon Slayer Poster,1,15,15,0,0,15,Florida
SS4150,2024-04-05,Anime Mystery Box,1,60,60,0,0,60,Florida
SS4151,2024-04-05,Jujutsu Kaisen Keychain,2,8,16,0,0,16,Texas
SS4152,2024-04-05,Naruto Hoodie,3,55,165,0,0,165,Texas
SS4153,2024-04-05,Anime Mystery Box,3,60,180,0,0,180,Tennessee
SS4154,2024-04-05,Naruto Hoodie,3,55,165,0,0,165,Michigan
SS4155,2024-04-05,My Hero Academia Backpack,2,48,96,0,0,96,Texas
SS4156,2024-04-06,Naruto Hoodie,3,55,165,0,0,165,Florida
SS4157,2024-04-06,Jujutsu Kaisen Keychain,3,8,24,3.61,0,20.39,Massachusetts
SS4158,2024-04-06,Naruto Hoodie,1,55,55,0,0,55,California
SS4159,2024-04-06,Anime Mystery Box,3,60,180,0,0,180,Florida
SS4160,2024-04-06,Anime Mystery Box,2,60,120,0,0,120,Missouri
SS4161,2024-04-06,Naruto Hoodie,3,55,165,0,0,165,New Jersey
SS4162,2024-04-06,Naruto Hoodie,3,55,165,0,0,165,Massachusetts
SS4163,2024-04-06,Jujutsu Kaisen Keychain,3,8,24,1.29,0,22.71,California
SS4164,2024-04-06,One Piece Figure,1,35,35,0,0,35,Texas
SS4165,2024-04-06,Naruto Hoodie,1,55,55,0,0,55,Florida
SS4166,2024-04-06,My Hero Academia Backpack,2,48,96,0,0,96,Colorado
SS4167,2024-04-06,Naruto Hoodie,3,55,165,0,0,165,Arizona
SS4168,2024-04-06,Dragon Ball Z Hat,1,22,22,3.71,0,18.29,Florida
SS4169,2024-04-07,Anime Mystery Box,3,60,180,0,0,180,Florida
SS4170,2024-04-07,Anime Mystery Box,1,60,60,0,0,60,Florida
SS4171,2024-04-07,Anime Mystery Box,2,60,120,9.96,0,110.04,Texas
SS4172,2024-04-07,Naruto Hoodie,1,55,55,7.45,0,47.55,Texas
SS4173,2024-04-07,Dragon Ball Z Hat,3,22,66,0,0,66,Florida
SS4174,2024-04-07,One Piece Figure,2,35,70,0,0,70,Illinois
SS4175,2024-04-07,Anime Mystery Box,1,60,60,6,0,54,Texas
SS4176,2024-04-07,Anime Mystery Box,2,60,120,0,0,120,Texas
SS4177,2024-04-07,Anime Mystery Box,2,60,120,0,0,120,Washington
SS4178,2024-04-07,Anime Mystery Box,3,60,180,14.05,0,165.95,Virginia
SS4179,2024-04-07,Naruto Hoodie,1,55,55,10.94,0,44.06,Ohio
SS4180,2024-04-08,Naruto Hoodie,1,55,55,5.95,0,49.05,Florida
SS4181,2024-04-08,Dragon Ball Z Hat,2,22,44,0,0,44,Ohio
SS4182,2024-04-08,My Hero Academia Backpack,2,48,96,0,0,96,Texas
SS4183,2024-04-08,Attack on Titan T-Shirt,1,28,28,1.56,26.44,0,California
SS4184,2024-04-08,Naruto Hoodie,2,55,110,19.87,0,90.13,Florida
SS4185,2024-04-08,Naruto Hoodie,2,55,110,0,0,110,California
SS4186,2024-04-08,Anime Mystery Box,1,60,60,0,0,60,Texas
SS4187,2024-04-08,Attack on Titan T-Shirt,3,28,84,0,0,84,Florida
SS4188,2024-04-08,Naruto Hoodie,2,55,110,0,110,0,Colorado
SS4189,2024-04-08,Naruto Hoodie,2,55,110,0,0,110,California
SS4190,2024-04-08,Attack on Titan T-Shirt,3,28,84,0,0,84,Texas
SS4191,2024-04-08,Anime Mystery Box,1,60,60,0,0,60,California
SS4192,2024-04-09,Naruto Hoodie,2,55,110,0,0,110,Texas
SS4193,2024-04-09,Naruto Hoodie,1,55,55,0,0,55,California
SS4194,2024-04-09,One Piece Figure,1,35,35,0,0,35,Texas
SS4195,2024-04-09,Jujutsu Kaisen Keychain,1,8,8,0,0,8,Tennessee
SS4196,2024-04-09,Jujutsu Kaisen Keychain,2,8,16,0,0,16,Illinois
SS4197,2024-04-09,Jujutsu Kaisen Keychain,2,8,16,1.7,0,14.3,California
SS4198,2024-04-09,Anime Mystery Box,1,60,60,0,0,60,Colorado
SS4199,2024-04-09,Naruto Hoodie,2,55,110,0,110,0,California
